"","X","new_id","retweets","favorites","text","ss_compound","topic","Open","High","Low","Close","Adj.Close","Volume","delta","presidency"
"955","2014-06-17",105834,25594,20888,"waldropw kenny_wallace realdonaldtrump iran controlling iraq and all of it oil will be everyone s problem our leader are stupid backontrackusa these are the same terrorist obama ha been arming in syria have attacked u on obama s foreign policy is a disaster backontrackusa remember the terrorist that obama ha been arming in syria against assad well now they are marching on bagdad deehogan realdonaldtrump along with doonbeglodge heaven on earth joebud realdonaldtrump which one of your book should i read first the art of the deal adamjannke realdonaldtrump went to doonbeg last year loved it i bought the great turnberry resort today considered by many to have the greatest golf course in the world i will take good care of it jrnicholas love the trump in chicago those who don t like it are jealous capitalism is where it s at we need more sign like it bigd realdonaldtrump jrnicholas i hope we can survive the rest of this loser year term hufseyg got to see the new trump letter on realdonaldtrump chicago skyscraper look amazing jry i have lived in chicago my whole life love the sign it brings class to the river don t know what the big deal is karenhaywood realdonaldtrump beautiful gtman realdonaldtrump please buy pinehurst next and fix it make it beautiful again nicrob realdonaldtrump playing in september the day after playing trump aberdeen can t wait bucket list course have fun dondraper_ny gotham conradhiltonny rachelmenkenny waldorfnyc i read realdonaldtrump he s smartest man around a bonafidemadmen tttmon realdonaldtrump you are amazing i loved that you rewarded the bus driver who saved a suicidal girl thank you my great honor platinumevent realdonaldtrump the only problem with the trump sign in chicago are the people complaining about it thebraziltrader realdonaldtrump i love the sign adhowe i thought the trump signage wa very well done look great realdonaldtrump lady_rin_kelly realdonaldtrump i love the sign please let s make a hashtag that seems like it solves all world problem mindgone realdonaldtrump jry people just want to mess with you because you re you it s your building f them stevenowell realdonaldtrump don t normally agree with you but it pinehurst looked like an absolute dump hunterstiehler realdonaldtrump you have the type of business mind we need in office trumpforpresident trump mark_quoted realdonaldtrump reading think big and can t help but wonder why you ain t president yet well now is when we most need it flightaj hey realdonaldtrump what is your view on george bush he got u into iraq instead of making america great again not good paranormalfact realdonaldtrump we need someone like you in office who know how to get this country out of debt trumpforpresident easy jerr realdonaldtrump you sir you are my idol wish to one day be a master minded billionaire like you work hard mxkdy realdonaldtrump for president please mr trump aollom realdonaldtrump are gas price going to skyrocket due to instability in iraq no due to a weak and incompetent u s govt dragon realdonaldtrump stevenowell pinehurst wa a great looking dust bowl lifevibevision realdonaldtrump paranormalfact how about you look inside because truthfully you re the solution lisanoelbryson realdonaldtrump we need you to run this country the year of the donald dannyboiling realdonaldtrump if you were president how many job could you create in year more than ever before jwpros if realdonaldtrump can build such a successful business imagine the endless possibility he could achieve a president true paranormalfact realdonaldtrump if you run i will hit my street running for you obama care doesn t care trumpforpresident blckmssh realdonaldtrump i m voting for you in bloopcrew trumpforpresident realdonaldtrump we want trumpcare and a president who ha proof he is a real american abouttherock we need realdonaldtrump to run for president in paranormalfact stevenharlow donald know s business screw politics we need someone who doesn t care about politics for once trump alvisefranz italian people support realdonaldtrump for president it s time to let pete rose the all time hit leader into the baseball hall of fame enough already cromo__ it would be amazing to see realdonaldtrump run for president i would vote for him with the quickness trump laytonjpalmer realdonaldtrump for president is the only way to go i will be doing the howard stern show at a m minute always fun and interesting talking to howard trcyhwlls realdonaldtrump i heard the show and am now a fan you were so honest and real thanks mhennessh realdonaldtrump i live in chicago and love the sign i look at it everyday thanks more realdonaldtrump incredible interview on the howardstern show please please run for president purkismark realdonaldtrump i heard your interview on howardstern i enjoyed every second of it radiogold thanks grapewhiskey sternshow can t believe all the hate trump get hearing him and howardstern go back forth is good radio simple a that mumble realdonaldtrump geat hearing you on howard stern you should run for president jrmarsy realdonaldtrump do u think the republican will force the lost email to be found no it is not in them _melissaamy i don t know realdonaldtrump wa making a lot of sense this am sternshow great interview howardstern johnmarsicano realdonaldtrump on sternshow wa certainly an entertaining start to my morning good johnstockwell another great appearance by realdonaldtrump on howardstern hope to catch a replay on the drive home kpphotography howardstern when donald run for president he will have my vote i ll even campaign for him trumpforpresident thanks thtkdryan realdonaldtrump brought up a lot of good point on sternshow this morning i really hope he run for president donniehoward realdonaldtrump i m a democrat and i d vote for you in a second thanks jlw sternshow i love when realdonaldtrump come on he is so refreshingly honest greatguest kelliejo your tweet are so entertaining and pinehurst did look like cow shit dusty as tumbleweed blowing around geeeezzzz alexdub realdonaldtrump couldn t agree more about seth meyers he w not meant for television very sad holzmdk realdonaldtrump dannyboiling trump for president mfbrooklyn realdonaldtrump everything u touch turn to gold i need to bump into u work hard natalieccook realdonaldtrump the best thing to happen to ur country is c mr trump a president st thing to change ur health system alexdub realdonaldtrump great stuff on howard today now call up jim kelly and get that buffalo bill deal done damnitjustin realdonaldtrump just saw trump tower in chicago it look great thewoods i would rather read realdonaldtrump tweet than hear obama lie tweetthetruth v lierlier thekeshkid realdonaldtrump for president genius he will definitely know how to put the american economy in shape trumpforpresident avegratiaplena realdonaldtrump i saw trump tower in chicago on fox it look beautiful congratulation love the trump sign too stargazer realdonaldtrump please run for president our country need you to fix this mess tojo spent the night at the trump tower awesome best lookin building in chi town powerful lookin sign too rahmemanuel thetruth realdonaldtrump damnitjustin outstanding beautiful building for sure user realdonaldtrump more realdonaldtrump incredible interview on the howardstern show please please run for president davidgordonjr tower in chicago is beautiful the name is the only sign of success they ve had in year jealousy for sure paigekblake of all the place i ve stayed in oahu trump international is the best greatservice besthotel awesomestaff luxury thx topmogul there is never enough trump on sternshow why not have him on the phone at least once per month howardstern thanks carrgaz trump completes his takeover of turnberry and put his own stamp on it full story in tomorrow s carrick gazette great dalstar realdonaldtrump need to call into the sternshow more often thanks bkearnss haha gotta love listening to realdonaldtrump on sternshow say exactly what he s thinking lol true thanks kaylorcc realdonaldtrump loved you on stern this morning you always have a lot of interesting thing to say thank you sternshow the perfect hawaiian getaway trumpwaikiki u 2019 s luxury guest room and suite each have spectacular view git realdonaldtrump loved you on howardstern need to hear your bracket on a daily basis sternshow great thank you boblafleur realdonaldtrump good job on howardstern you really are an inspiration you need your own radio show thank you davidginsburg once again realdonaldtrump kill on the sternshow trump rqui ticket in thanks alennemann realdonaldtrump great interview on sternshow trump thank you breitbartnews donald trump cantor s defeat show everybody in congress vulnerable if they support amnesty trumptoronto congratulation to trumpchicago for a successful installation of trump sign pic twitter comtmlmy really look great with our border not being secure obama is giving a pathway to terrorist to enter our country an attack is on him u 201c no one remembers who came in second u 201d u 2013 walter hagen the trump organization finalizes purchase of legendary turnberry resort in scotland it s absolutely u 2026 _bumhcu newhopenchange realdonaldtrump trumptoronto trumpchicago nicely done it s a magnificent sign thank you bc trumpchicago look great night i saw it saturday during the day and it also look great in the daylight too great thanks i wa right u 2014 tv rating for u open are way down from last year people don u 2019 t want to look at a burned out ugly course pierpaolomonni realdonaldtrump it is perfect congratulation on this fantastic job trumptoronto trumpchicago thank you",0.9999,"business",1937.150024,1943.689941,1933.550049,1941.98999,1941.98999,2971260000,1,"before"
"956","2014-06-18",15946,330,606,"thekeshkid realdonaldtrump for president genius he will definitely know how to put the american economy in shape trumpforpresident stephengrubba realdonaldtrump you were great today on howardstern hope you buy the buffalobills cathemazanowicz we know you will respect the property and bring new life to it putting turnberry on my bucket list great infamusg realdonaldtrump love the new sign pic twitter comtdvkakljy jamespdonahue howardstern tedd realdonaldtrump another amazing and solid siriusxm appearance from donaldtrump aj_baldwin howardstern today s show wa fantastic realdonaldtrump wa awesome and the real doll w eric wa priceless kennokevin realdonaldtrump after the pic i ve seen the sign make the tower look great hand down best looking tower in chicago kpphotography thedailyshow i m on a flight heading to chicago and i m excited to catch a glimpse of that sign great thanks clarkr love the sign in chicago you built it and have every right to stamp your trademark on it kudos thank you nikkio just saw photo of sign at night look really nice chronic complainer moan about everything ignore them thanks breaking ground shortly trump int u 2019 l washington dc will bring the dc post office far beyond it original grandeur just met with the incoming speaker of the florida house stevecrisafulli u 2013 a fantastic guy he will be a truly great leader the exclusive home of pgatour s cadillacchamp trumpdoral sits on beautiful acre in the center of miami trumpchicago u 2019 s spa ha an array of star service treatment room spa guestroom wgreat view",0.9981,"business",1942.72998,1957.73999,1939.290039,1956.97998,1956.97998,3065220000,1,"before"
"957","2014-06-19",47880,18041,28914,"america used to be the leader of the world thanks to obama america isn t even leading from behind keyboardbrian realdonaldtrump being the donald fan for many year yes the sign look fantastic pearls_n_bows realdonaldtrump be tough be smart be personable but don t take thing personally that s good business james_dodenc realdonaldtrump mr trump i hope you will be running for president in obama s incompetence crippled america myjr realdonaldtrump run for president i wanna deal maker in office muzic mr trump i am a huge fan i have all of your book and think you are a true genius when will you run for president sir watch iamkeysersoze i think the sign match the personality of the structure bold but classy what u 2019 s wrong with knuckleheadsinthemedia johnnyobots realdonaldtrump will you please run for president we need a real leader thanks attaanago watching back to back episode of the apprentice realdonaldtrump best show ever thank you backontrackusa not only is america not leading in the world anymore under obama america is destabilizing the world making it dangerous bfc realdonaldtrump please stay active on twitter when you are president really cute writeitnow_ do you want to be inspired watch joan_rivers on the apprentice season eight amazing woman thanks for choosing her jamieemingg realdonaldtrump i cannot wait for the new season of apprenticenbc u r my fav tv star thank you tbaldwintodd realdonaldtrump bfc i would love the as whopping you would give to hillary may god have mercy upon my enemy because i won t general george s patton jorosem ryan try to portray himself a a young donald trump no one can be trump sorry bud realdonaldtrump mdlny every poll show high approval of the new sign on trumpchicago i am honored by the great support the exclusive home of pgatour s cadillacchamp trumpdoral sits on beautiful acre in the center of miami a country that cannot protect it border is a country destined to fail another broken promise by our leader in washington will the benghazi terrorist use the videotape a a defense if so will obama apologize to him from fox and friend interview trump we should not go back to iraq u army reserve leezeldin will bring conservative solution to dc next tuesday vote for lee in the ny primary zeldinforcongress what took so long to catch only of the benghazi terrorist especially after the killer ha been taunting the u in the press f yr manufacturing is now le than of u gdp the rust belt heart of our country u 2019 s factory sector ha been destroyed by our leader mexico doesn u 2019 t respect our border hourly release usmc tahmooressi now time for a boycott saveourmarine jlk realdonaldtrump trumpchicago i love the sign it is tasteful and classy just like everything you do thank you every day st maarten loses vital tourism dollar due to the incompetence of pm sarah westcot williams primeministersx mullet bay golf course look like a slum on the beautiful island of st maarten primeministersx should be ashamed for allowing this pm sarah westcot williams incompetence should not be rewarded you should vote for anyone who run against her u 2014 loser primeministersx trumpnewyork is nyc s only forbesinspector star aaanews diamond hotel wa star diamond restaurant u 201c hook your career to a big trend there are huge opportunity for profit if you can create big solution u 201d u 2013 think big resolve never to quit never to give up no matter what the situation jack nicklaus primeministersx ha no clue what u 2019 s going on in st maarten mullet bay is a third world slum ajfla realdonaldtrump great job on howardstern this week always the best radio with the two of you thank you gootecks primeministersx agreed st maarten ha so many issue and make so many empty promise she s incompetent adamwebb_uk primeministersx incompetence should not be rewarded you gotta love dt he doe call a spade a spade honesty uconncrazy realdonaldtrump great to hear you on sternshow your honesty is refreshing thank you cycick donald trump is the king of quote you really should listen to him thanks i actually enjoyed the piece re sign thedailyshow could it be that i u 2019 m starting to like jon stewart carrollgroupchi trumpchicago sign is looking great pic attached pic twitter comadxigkvmy thank you ronkarkoviceff trump tower in chicago is a masterpiece that completes a gorgeous skyline thanks jasonebean the trump name on a building brings class and creates a landmark for a city pic twitter comyxynumyxj thank you",0.9996,"business",1957.5,1959.869995,1952.26001,1959.47998,1959.47998,2952150000,1,"before"
"958","2014-06-20",17115,771,943,"tbt saturday night live mhtq mike_sherwood i love the new sign in chicago it make my drive down lakeshore drive that much better keep up the good work thanks trumpdoral wishing trump national doral member lucy li the best of luck at the woman s u s open go lucy pic twitter comnfsshexoc gil_delgado realdonaldtrump we just spent night golfed at your aberdeen scotland resort and loved everything great gunny realdonaldtrump carrollgroupchi trumpchicago classic lettering give it a good classy feel thanks poppawub people please although i would support trump he will never run for president fact why would he ever be so stupid just wait krdevine realdonaldtrump very excited to see what the future hold for the new trump turnberry any clue it will be great trumpchicago great to hear u 201c golftravelerbos realdonaldtrump my wife is at trumpchicago right now and loving her room top notch u 201d tomhovland realdonaldtrump poppawub no one else can beat hillary except you d trump i agree u 201c competitive golf is played mainly on a five and a half inch course the space between your ear u 201d bobby jones u 201c when you u 2019 re at a meeting monitor your behavior and work at being an observer u 2013 of yourself and of others u 201d u 2013 think like a billionaire from the wall street journal google step into autism research re autismspeaks must read my chicagotribune editorial i love chicago and my sign the amspec interview by jeffrey lord a trump card the donald talk politics and parenting listen u 2013 my citizen united political victory fund robo call for leezeldin zeldinforcongress",0.9966,"business",1960.449951,1963.910034,1959.170044,1962.869995,1962.869995,4336240000,1,"before"
"959","2014-06-23",32032,1383,1612,"jacquelynileneh rt teamhealthnut donald trump by mac miller will always be a hit i agree abouttherock who do i look up to the answer is donald trump thank you work hard and smart abouttherock realdonaldtrump i just started reading trump it s a great book mr trump terrific beatsbyray realdonaldtrump donald you re the man thanks dsmerza hello donald i have looked up to your success in business relation since i wa a teenager i am a small business owner i will be on fox friend at a m minute much to talk about enjoy wftragni realdonaldtrump for president if anyone can turn this country around it you donald true reinosooo realdonaldtrump are you serious about being president i have a lot of faith in you thank you missionhtrd realdonaldtrump if you run for president in you have my vote thanks mrkhanm everyone want to be donald trump yet no one know what he ha been through in past no one want to accept the hard work akd realdonaldtrump i bet you will make hell of a president the world need president like you algiers realdonaldtrump reinosooo you are the light the only human who can guide this nation to the eagle wing and land beyond graeme_mcdowell great playing graeme you are a true champion wwtcorp realdonaldtrump the trump organization finalizes purchase of legendary turnberry resort in scotland pic twitter comyguubgayo lorde_erc wish i had hair like realdonaldtrump great taste morgansscool realdonaldtrump please run for president you have my vote we need more people like you in this world you re a great man gabtrojan realdonaldtrump surely an amazing thing for america if you run the country great mind at work would make u s great again nikkio donaldtrump the turnberry is your global crown jewel anybody who is anybody will add this resort to their must visit list do you believe that secy kerry just went to egypt to talk about human right problem and this a everything is being blown up around him i wonder if when secy kerry go to iraq and afghanistan he push hard for them to look at global warming and study the carbon footprint the dying nydailynews asked me to do an editorial on the central park ripoff then they pretend it wa my idea loser newspaper the failing nydailynews which just raised it price because it u 2019 s dying said i wear a u 201c wig u 201d when they know i don u 2019 t dishonest proventures excited to hear what trump ha in store for turnberry if anything like trumpdoral we are in for a treat it will be great jimrcottage timbdickson realdonaldtrump sternshow he wa on howard stern last week awesome interview thank you must read nypost editorial on m nyc taxpayer settlement to central park thug wilding for profit it u 2019 s monday how much will premium rise today because of obamacare repeal always make a total effort even when the odds are against you arnold palmer kingdommag flashbk u 2013 u 201c trump u 2018 i would build a border fence like you have never seen before u 2019 u 201d via breitbartnews by rwildewrites",0.9982,"business",1962.920044,1963.73999,1958.890015,1962.609985,1962.609985,2717630000,0,"before"
"960","2014-06-24",24045,2980,3322,"d the government spends million to keep bad people to come in via air travel now they go through mexico wish donaldtrump wa in charge doncaasi realdonaldtrump always make a total effort even when the odds are against you arnold palmer kingdommag dexcaliber i have to confess i think the mr trump would have been a much better president then this fool we hav in office now soyerjanis gretawire i wish realdonaldtrump would run president we need him if he care enough about this country he will run intheelections nydailynews it seems democrat are incapable of honesty especially where you are concerned afraid of you trump kevinhite realdonaldtrump im sure u will never read but totally agree w u re seth meyer terrible feel embarrassed for him awkward intheelections therealhoodrept realdonaldtrump the obama administration is the american disaster trump is the solution so true soyerjanis donaldtrump intheelections nydailynews please don t mess with u again please run don t change your mind we need you azizijoe_ realdonaldtrump go for it sir just watch great going themichellewie u 2013 you showed the world that all of that amazing talent is for real we love you at trump jupiter tngcj i hope voter in mississippi cast their ballot for senatormcdaniel he is strong he is smart he want thing to change in washington birdiefiregolf trumpgolfdc for hosting this special event for charity benefiting our brave men my honor blutograndex know how u can tell trump is successful almost half the account he follows are business w his name in them interesting brendakenesonwe nydailynews i ve done hair since i wa that s real not a rug true thanks but they know it dishonest press i am the only potential owner of the buffalobills who will keep the team in buffalo where it belongs a senatormcdaniel win is a victory for our country chris is a constitutional conservative who ll make a difference in washington the benghazi terrorist is getting speedier care than our vet at the va obama ha his priority the attack on the benghazi consulate wa a sophisticated multi prong wave attack when will all the fighter face justice another cover up obama won u 2019 t disclose how many illegal immigrant he ha released into our country no surprise astock looking to open my own business any advice you can give on that subject find something you love doing never give up u 201c the only way to do great work is to love what you do if you haven u 2019 t found it yet keep looking don u 2019 t settle u 201d u 2013 steve job",0.9983,"business",1961.969971,1968.170044,1948.339966,1949.97998,1949.97998,3089700000,0,"before"
"961","2014-06-25",6876,669,632,"wftragni realdonaldtrump to get america back on track trump will be the best president the united state ha ever seen don t hate in the center of ireland u 2019 s rugged west coast trump_ireland offer a beautiful golf course top dining and a spa the secret of getting ahead is getting started mark twain congrats to leezeldin on a great victory i hope my robocalls helped ny trump tower punta del este feature the trump organization s signature superior quality detail perfection rhino realdonaldtrump in chicago on a business trip i love seeing the trump name thanks",0.9883,"business",1949.27002,1960.829956,1947.48999,1959.530029,1959.530029,3106710000,1,"before"
"962","2014-06-26",43586,3938,4836,"wil_johnson trump backed candidate win ny gop primary trump lee zeldin new yorkid u 2026 bentrolling realdonaldtrump wil_johnson you are a king maker don true gzervs all i want for my birthday is for realdonaldtrump to wish me a happy birthday happy birthday lizzieliz__ chicago trumptower realdonaldtrump __statusphotopic twitter comafescxrpg great building mfinale bringbackourmarine let s do this america boycott mexico realdonaldtrump pic twitter comuglsjpahb woofeous realdonaldtrump quote some succeed because they are destined to but most succeed because they are determined to sonnyhhunter realdonaldtrump just got a phone survey about your sign in chicago love it the beautiful building it s on well done grecoch i love how my kid know who realdonaldtrump is but have no clue who our pm is so what if we re canadian nothingwrongwiththat hearusnowusa u 201c realdonaldtrump rhino realdonaldtrump in chicago on a business trip i love seeing the trump name thanks u 201d surfinscotty realdonaldtrump great appearance on sternshow clear the air is there more than chance of trump ticket in watch boycott mexico until they release our marine with all the money they get from the u s this should be an easy one no respect profileschatter realdonaldtrump wftragni if trump can control his crazy then it s a go he can make the u s great again is no crazy kpphotography donald definitely ha the retweeting and replying to tweet down i loved your sign in chicago trumpforpresident howie_do_it_ donald trump is exactly the sort of leader we need honest tough caring and patriotic thank you bentrolling i truly think forbes underestimate realdonaldtrump s actual net worth that s true and they do it knowingly who care tagiii realdonaldtrump mfinale explain why bho rescue a deserter and leaf a real soldier rotting in a mexican jail surajlalla u 201c realdonaldtrump some succeed because they are destined to but most succeed because they are determined to vfroe i m over and have never seen such arrogance incompetence and ill intention a this president and his aid generalgcuster realdonaldtrump surajlalla it s time to start your political career the people want you to run _meagann realdonaldtrump will we see celebrity apprentice again soon i love that show yes just finished shooting mikealsuwailih wish you d run for president we need a strong no none sense straight to the point smart leader now more than ever now syria is bombing iraq and secy kerry after we blew the hell out of the place say please don t do that syria is a front for iran if you entered our country illegally and are then granted amnesty why would you abide by other law no amnesty it u 2019 s thursday which brand of eyeliner is the nation u 2019 s worst ag agschneiderman wearing today u 201c failure are expected by loser ignored by winner u 201d coachjoegibbs david_bossie realdonaldtrump backed candidate win ny gop primary trump lee zeldin new yorkid u 2026 via newsmax_media america s top public course trumpgolfla u 2019 s green on palos verdes peninsula have been celebrated by golfmagazine i look forward to my press conference on wed of next week trumpturnberry to discus change big investment i ll make very exciting eli wallach wa a great actor and a great guy my opinion his performance in the good the bad and the ugly wa his all time best via inquisitr donald trump iraq oil should be seized from isi by u s troop in iraq secy john kerry ha a tough job but he look so totally lost negotiating w those character who are cleaning his clock sad to watch u 2026 in other word secy john kerry is so out of his element u 2026 a iran began the process of taking over iraq many people wanted me to say that u 201c i told you so u 201d u 2013 so i told you so someone just wrote that u 201c you predicted every single major event that u 2019 s now happening u 2014 and they knock you instead of giving you credit u 201d exclusively macys the donald j trump signature collection feature the best tie shirt at the best price bretbaier u 2019 s newly released book u 2018 special heart u 2019 brings a message of hope all sale donated to heart charity via newsmax_media by melaniebatley u 201c trump backed candidate leezeldin win ny gop primary u 201d after these spirited primary are over gop must be fully united for november if we take the senate we stop obama u 2019 s agenda",0.9995,"business",1959.890015,1959.890015,1944.689941,1957.219971,1957.219971,2778840000,0,"before"
"963","2014-06-27",14924,5921,9032,"i m leaving now for ireland spain scotland and elsewhere crazy life tbt filming an oreo commercial with eli manning peyton manning and darrell hammond modal true u 2026 our q gdp wa worst in memory obamacare killing job stopping growth and making small business insecure control your own destiny or someone else will jack welch success requires effort and focus nothing le realize that persistence can go a long way being stubborn is often an attribute practice positive thinking this will keep you focused while weeding out anything that is unnecessary negative or detrimental i just arrived in barcelona i make a big speech tomorrow and then off to ireland and scotland i know shia labeouf thecampaignbook and when sober a really nice guy must get act together fast before too late lightweight agschneiderman is driving business out of new york for his own public relation benefit a real dope pierpaolomonni welcome back in europe realdonaldtrump barcelona europe thank you flashbackfriday many big movie have filmed in my building here is trumpchicago in transformer ask yourself what am i pretending not to see there may be some great opportunity right around you",0.9099,"business",1956.560059,1961.469971,1952.180054,1960.959961,1960.959961,4290590000,1,"before"
"964","2014-06-30",18400,1281,1335,"kyleweaverr realdonaldtrump when is the celebrity apprentice coming back i m going through withdrawal soonplease soon nick_ realdonaldtrump the trump would be the only candidate for president better than chris christie in thank you tehouchins realdonaldtrump then please run for president redslightning realdonaldtrump country need the right person for the job there s only one trump thanks averychasten realdonaldtrump if not you then who nooptions phemale mattbinder realdonaldtrump run trump run steamboatgal realdonaldtrump your my fav for thanks spe_mike realdonaldtrump i live here in chicago and i love it your building is amazing a is your sign thank you a testament to american ingenuity trumptowerny shine over fifth avenue a one of nyc u 2019 s most iconic building have passion for what you do and be efficient at the same time think like a champion wrcosentino trumptowerny wa there for the st time last week beautiful bldg inside too thanks i look forward to my press conference trumpturnberry scotland this wednesday lot of great people attending business is a creative endeavor cultivate a sense of discovery and start thinking big the more you know the more you realize how much you don t know how can you possibly discover anything if you already know everything what can you learn today that you didn t know before set the bar high do the best you possibly can amazing people are sending letter of support for trumpchicago u 2019 s sign to my other property including even trumpscotland thank you",0.9964,"business",1960.790039,1964.23999,1958.219971,1960.22998,1960.22998,3037350000,0,"before"
"965","2014-07-01",19567,2241,2263,"douglasseacat where are all the liberal environmentalist demanding the end of wind turbine to stop the slaughter of bird so true starlight realdonaldtrump trumpchicago trumpscotland you should run for president of usa retog_rick trumpturnberry congratulation great feat accomplished well done can t wait to get an opportunity to golf this venue thx i m convinced that about half of what separate successful entrepreneur from the non successful one is pure perseverance steve job entrepreneur see yourself a victorious look at the solution not the problem entrepreneur believe in yourself if you don t no one else will either entrepreneur stay focused and be tenacious remain fixed on your goal trump int u 2019 l washington d c is a historic building which our entire nation can take pride in enjoy opening ashleyheerding my favorite sky scraper in new york so far ha definitely been trump tower such a classy timeless design great job thx matthewjellis breathtaking finally trump ha begun the rebuilding of our nation s capital sir well done thanks make your nyc getaway memorable trumpnewyork provides both true luxury and top access to midtown west modivmusic i ve been reading therealkiyosaki book and about warrenbuffett lately i need some trump book to read the art of the deal adamwebz can t wait to get to play trumpturnberry been on my list for a long time awesome job thanks you will love it heywny the_open let s get turnberry back in the rotation mr trump ha given to the game so much in such a short time i e doral thanks awarded the renowned star forbesinspector rating the story trumpto brings style luxury impeccable service districtland realdonaldtrump we know a fourth grader who think he s the next trump tell him to work hard champion aren t made in the gym champion are made from something they have deep inside them a desire a dream a vision muhammad ali",0.9986,"business",1962.290039,1978.579956,1962.290039,1973.319946,1973.319946,3188240000,1,"before"
"966","2014-07-02",18432,1106,1180,"billkellyemail trumpchicago trumpscotland dt your sign is one of the only beacon of hope the youth of chicago have left trump turnberry news conference tomorrow at noon scotland time the place is amazing modivmusic i ve been reading therealkiyosaki book and about warrenbuffett lately i need some trump book to read the art of the deal jenna_w my parent asked me what i wanted to do after high school and i remember i say there and said i wanna be like donaldtrump thanks stevesipress rt realdonaldtrump entrepreneur believe in yourself if you don t nobody else will bahia official_yl realdonaldtrump trumpnewyork trumptoronto what s there to debate billkellyemail realdonaldtrump trumpchicago trumpscotland dt your sign is one of the only beacon of hope for the youth of chicago michelleazulll u 201c realdonaldtrump entrepreneur see yourself a victorious look at the solution not the problem u 201d zakspace mattginellagc realdonaldtrump wa just at turnberry the place is awesome heartsurvivor realdonaldtrump wonder what idea you would have to rebuild detroit if anyone can do it you can businessgenius via bbcscotland u 201c donald trump s name will boost trumpturnberry u 201d guardian_sport by mrewanmurray u 201c donald trump u 2019 s transformation will make trumpturnberry open worth the wait u 201d achiever move forward at all time achievement is not a plateau it s a beginning there s nothing wrong with bringing your talent to the surface having an ego and acknowledging it is a healthy choice i never quit trying i never felt that i didn t have a chance to win arnold palmer kingdommag u 201c donald trump unveils vision for trumpturnberry u 201d via bunkeredonline by mmcewanbunkered",0.9906,"business",1973.060059,1976.670044,1972.579956,1974.619995,1974.619995,2851480000,1,"before"
"967","2014-07-03",12683,1400,1401,"caledoniangolf also good to see realdonaldtrump not being drawn into independence debate either way trump turnberry is a winner westont the tower look beautiful donald best building in the city hand down love what you do thank you cannestrader i find reading your tweet get me in the right mind set for trading it is proving invaluable so thank you great thx tv_bd realdonaldtrump what s the best advice to be successful in business have passion for your work then focus and never give up via american spectator amspec trump card by jeffrey lord offering two championship course trumpgolfdc ha been awarded the honor of hosting the seniorpgachamp with an elite course designed by sharkgregnorman trump_charlotte is north carolina u 2019 s most desirable club sharkgregnorman trump_charlotte looking great love the improvement to the building and ground not to mention course thank you if you want to be successful two important consideration are passion and efficiency think like a champion to be yourself in a world that is constantly trying to make you something else is the greatest accomplishment ralph waldo emerson always bear in mind that your own resolution to succeed is more important than any other abraham lincoln",0.9984,"business",1975.880005,1985.589966,1975.880005,1985.439941,1985.439941,1998090000,1,"before"
"968","2014-07-07",20826,1707,1539,"atlanta_event negotiation tip the worst thing you can possibly do in a deal is seem desperate to make it realdonaldtrump lynneoakvik rt billion donald trump prof hair is real interview in case you were wondering talismanjohnnya realdonaldtrump great way to start monday today d tellin it like it is we need somebody in office like um you johneharmon realdonaldtrump great segment on foxandfriends thanks halesy just watched the cnn living golf segment interesting interview and trump international course wa looking spectacular dgeurtt reading thinklikeachampion by realdonaldtrump the most inspirational person thank you mr trump thank you stutskey thanks realdonaldtrump for putting my name on the top of the tv screen when i turn it on trumpinternationaltowerlasvegas kcreed realdonaldtrump saw the trump building in vega today beautiful chicago is still my favorite meander mr trump please treat turnberry gc with respect hearing about the lighthouse and your plan it s iconic i will carrgaz realdonaldtrump belief trump turnberry can be the best resort anywhere in the world true easy buy at the point of maximum pessimism sell at the point of maximum optimism sir john templeton mashawwwws they say read a book it ll make you smarter i say read a book by realdonaldtrump and you become more intelligent thanks nyc u 2019 s sole hamman the bi level trumpsoho feature indoor outdoor relaxation lounge with luxury service via dallasnews u 2019 neighborsgo by heather noel shelton school graduate receives handwritten note from donald trump historic change obama ha spent over m of our money on travel expense the most for any president obama u 2019 s statement that illegals u 201c can u 2019 t stay u 201d obama u 2019 s promise u 201c if you like your healthcare plan you can keep it u 201d your tax dollar well spent over m obamacare enrollee will also be illegal immigrant are you surprised u 201c america is the experiment that work u 201d u 2013 president ronald reagan",0.9967,"business",1984.219971,1984.219971,1974.880005,1977.650024,1977.650024,2681260000,0,"before"
